policy_name,workload_name,cache_size,hit_rate,cost_weighted_hit_rate,dollar_savings,latency_p50,latency_p95,latency_p99,throughput,memory_overhead_bytes,n_queries,n_evictions,run_id,seed,cpu_percent_mean,cpu_percent_p95,rss_mean_mb,rss_peak_mb,gpu_utilization,grid_regime
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0439,0.10073431692345271,28.798766351870427,0.006300004315562546,0.014005017874296682,0.02590100790257568,126347.49605296251,56,10000,9520,10,52,50.1,95.19,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0627,0.06700400409265606,21.22355128648763,0.0009999930625781417,0.001700012944638729,0.0025999906938523054,551486.8083286776,56,10000,9319,11,53,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0521,0.06429290230885919,20.36480846162998,0.006100002792663872,0.023899992811493576,0.039500995189882836,112719.87421150965,56,10000,9428,11,53,50.1,95.19,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.063,0.06790906091051539,21.51022847915899,0.000900006853044033,0.001800013706088066,0.0034999975468963385,521604.87355600053,56,10000,9314,11,53,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.06,0.057872781081908645,18.331231901977972,0.0017999991541728377,0.0046000059228390455,0.007299997378140688,358339.45506531815,56,10000,9345,11,53,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0455,0.10055585919592049,31.85111791006174,0.006000002031214535,0.013899990153731778,0.026801000349223635,128548.91413676254,56,10000,9505,11,53,50.1,95.19,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0614,0.06191207350145979,18.397880300131668,0.0010999938240274787,0.0021000014385208488,0.0034999975468963385,469012.3535545891,56,10000,9328,12,54,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0621,0.06616138783103129,19.660612623113025,0.011999989510513842,0.03579999611247331,0.056201005791081136,74349.60820789382,56,10000,9318,12,54,50.1,95.19,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0627,0.06273747610956623,18.64315811953794,0.0011999945854768157,0.0021000014385208488,0.0030999945010989904,451108.82534291013,56,10000,9312,12,54,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0632,0.062177913758732745,18.476877771152385,0.0021000014385208488,0.004999994416721165,0.008001002570381409,318494.6667645733,56,10000,9308,12,54,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0458,0.09695667678804172,28.811784728917004,0.00650000583846122,0.015199999324977398,0.028501998749561653,116246.35857560081,56,10000,9495,12,54,50.1,95.19,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0607,0.06242581261992953,19.975902700930668,0.0009999930625781417,0.0017999991541728377,0.0028999929782003164,532314.1292200437,56,10000,9338,13,55,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0644,0.057793835917384524,18.493696670448383,0.011200012522749603,0.033200005418621004,0.04930099705234172,79300.2545523512,56,10000,9292,13,55,63.0,119.69999999999999,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0603,0.06124321644959674,19.59747869583379,0.00100000761449337,0.0017999991541728377,0.0026000052457675338,534008.3199331802,56,10000,9342,13,55,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0583,0.059198382666963666,18.943143590415975,0.00200001522898674,0.004899993655271828,0.007001009507803268,331330.9897527045,56,10000,9358,13,55,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0458,0.09492767504450263,30.37631262983613,0.006000002031214535,0.012899996363557875,0.02160099000320772,130260.4035823874,56,10000,9500,13,55,50.1,95.19,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0577,0.05152561026918035,16.240799083797164,0.000900006853044033,0.001600012183189392,0.0024999899324029684,600716.0537084977,56,10000,9367,14,56,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0693,0.041156559320697526,12.972488970356466,0.011399999493733048,0.029905009432695733,0.04679999256040901,87936.5168613597,56,10000,9238,14,56,49.45,93.955,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0579,0.05197704455733153,16.383090529451046,0.0009999930625781417,0.0017999991541728377,0.0027999922167509794,552699.9390182822,56,10000,9365,14,56,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0567,0.05371646043904655,16.931351941795672,0.001400010660290718,0.0036999990697950125,0.005900001269765198,450294.2674541843,56,10000,9378,14,56,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.041,0.08706417270410066,27.442503424944086,0.0049000082071870565,0.011600001016631722,0.0206010112015065,150054.1695659091,56,10000,9547,14,56,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0574,0.060436047658429456,19.13438485717057,0.0010999938240274787,0.0020000006770715117,0.0030999945010989904,494789.8629307593,56,10000,9370,15,57,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0491,0.055840278716936316,17.679339151035684,0.009199997293762863,0.026699999580159783,0.04200199968181555,98037.67782964489,56,10000,9461,15,57,50.4,95.75999999999999,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0577,0.0600906440890612,19.025028188702017,0.000800006091594696,0.001500011421740055,0.0023000029614195228,653936.6990811942,56,10000,9367,15,57,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0608,0.05957702271641774,18.8624128391581,0.001800006430130452,0.004599991370923817,0.007001009507803268,362939.5196839886,56,10000,9334,15,57,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0439,0.09679187490324084,30.64483958171941,0.005599998985417187,0.012699994840659201,0.022400995949283267,141197.26811311123,56,10000,9519,15,57,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0581,0.06202508114850064,19.218388858094894,0.0008999923011288047,0.0016999983927235007,0.0026000052457675338,588931.6191646435,56,10000,9360,16,58,0.0,0.0,95.23046875,95.23046875,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0519,0.06259519549276504,19.395038029023322,0.008800008799880743,0.029399991035461426,0.04539999645203352,94442.52935272147,56,10000,9428,16,58,49.45,93.955,95.234375,95.234375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0567,0.06088198584497633,18.86420229939624,0.00100000761449337,0.0018999999156221747,0.0030999945010989904,502689.38848782063,56,10000,9375,16,58,0.0,0.0,95.234375,95.234375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0584,0.06063050986986144,18.786282803141887,0.0023000029614195228,0.00549999822396785,0.008000002708286047,301069.7006251031,56,10000,9357,16,58,0.0,0.0,95.234375,95.234375,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0454,0.10346886438859713,32.0596899464696,0.007000009645707905,0.014899997040629387,0.026100995019078276,116269.74114248794,56,10000,9499,16,58,49.6,94.24,95.234375,95.234375,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.059,0.05908623719761865,18.252242831247308,0.0009999930625781417,0.001700012944638729,0.0024999899324029684,554575.8047914328,56,10000,9363,17,59,0.0,0.0,95.234375,95.234375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0607,0.05836575067278921,18.029678396083742,0.011999989510513842,0.03569999535102397,0.05269999383017421,74207.59276815667,56,10000,9333,17,59,50.4,95.75999999999999,95.234375,95.234375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0591,0.058623363629493365,18.109257236525277,0.000800006091594696,0.0016999983927235007,0.0025000044843181968,622378.2314216435,56,10000,9361,17,59,0.0,0.0,95.234375,95.234375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0598,0.056105914561396124,17.331595738932737,0.0018999999156221747,0.0045000051613897085,0.006800008122809231,371067.1521029456,56,10000,9357,17,59,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0423,0.09520520114791867,29.409698985190943,0.005599998985417187,0.012600008631125093,0.021102000464452476,140267.01228884957,56,10000,9537,17,59,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0583,0.0596803423676109,18.613334225550147,0.000700005330145359,0.0013999961083754897,0.0021000014385208488,752445.4475579272,56,10000,9355,18,60,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0526,0.06928008248175421,21.60733801531298,0.009000010322779417,0.027400004910305142,0.04189999890513718,96610.0499505232,56,10000,9420,18,60,40.05,76.09499999999998,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0594,0.060600952373090156,18.900457607279783,0.0008999923011288047,0.0018999999156221747,0.0031999952625483274,535139.9658258199,56,10000,9344,18,60,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0582,0.05942152074647175,18.5326119450145,0.0014999968698248267,0.0039000005926936865,0.006100002792663872,425522.8612247745,56,10000,9353,18,60,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0415,0.09213172936521984,28.734397347952402,0.005500005499925464,0.013299999409355223,0.025299989065388218,139024.43773605648,56,10000,9546,18,60,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0596,0.056743854790373256,18.334305585899415,0.000900006853044033,0.0016999983927235007,0.0026000052457675338,582468.8526986353,56,10000,9347,19,61,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0526,0.06428797690975677,20.771860116255116,0.008700008038431406,0.02899998871725984,0.04439998883754015,94341.22466176,56,10000,9418,19,61,39.55,75.145,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.059,0.057079293684838266,18.442688056904206,0.0009999930625781417,0.0018999853637069464,0.0029999938851688057,531821.5419263486,56,10000,9352,19,61,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0587,0.05772019894787058,18.649768682417847,0.001400010660290718,0.0036999990697950125,0.005699999746866524,442736.4655863772,56,10000,9356,19,61,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0423,0.09029732728268366,29.175649030308055,0.005299996701069176,0.012400007108226418,0.021399988618213683,143222.7701297004,56,10000,9531,19,61,50.4,95.75999999999999,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.06,0.05845693112067008,18.745665058365887,0.0007999915396794677,0.001500011421740055,0.0023000029614195228,676384.0513989335,56,10000,9340,20,62,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0635,0.06864063444986603,22.011322149888628,0.009800001862458885,0.030800001695752144,0.046601005451520926,89955.64287116309,56,10000,9302,20,62,41.55,78.945,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0601,0.05895386812174278,18.90502023488017,0.000700005330145359,0.0015999976312741637,0.0025999906938523054,677015.9843636884,56,10000,9340,20,62,0.0,0.0,95.27734375,95.27734375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0592,0.06357528734385572,20.38699294831586,0.001500011421740055,0.0041000021155923605,0.00650000583846122,399536.5376687105,56,10000,9344,20,62,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0454,0.09773335996053222,31.340626264949975,0.0041000021155923605,0.009499999578110874,0.01600200528628197,187129.6003650166,56,10000,9499,20,62,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0637,0.06240141878232899,19.548592337253197,0.000800006091594696,0.0015999976312741637,0.0024999899324029684,617737.7211128309,56,10000,9297,21,63,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0641,0.052626694786004256,16.48644890619022,0.008000002708286047,0.028399997972883284,0.04560101238894279,94481.34464829965,56,10000,9294,21,63,50.1,95.19,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0632,0.06200386574994282,19.424050262502217,0.0006999907782301307,0.001300009898841381,0.0021000014385208488,766565.4799518744,56,10000,9301,21,63,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0628,0.06696133996383864,20.977086144073198,0.0014999968698248267,0.0041000021155923605,0.00689999433234334,413221.4329590663,56,10000,9311,21,63,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0432,0.09376007736332685,29.372369501381236,0.0043000036384910345,0.010000003385357559,0.016599995433352888,177210.3894980338,56,10000,9523,21,63,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0599,0.05489312052625292,16.586097360029886,0.000800006091594696,0.0016999983927235007,0.0027999923622701317,609953.2167202249,56,10000,9341,22,64,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0602,0.05642335265634859,17.048460928540702,0.0092999980552122,0.031199990917230025,0.04930201146635231,88354.67687670059,56,10000,9334,22,64,49.45,93.955,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0601,0.05586872240971199,16.880877974951236,0.00100000761449337,0.0017999991541728377,0.002900007530115545,528493.739973592,56,10000,9338,22,64,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0606,0.059536257754390726,17.98903319941329,0.0016999983927235007,0.0044000043999403715,0.006699992954963818,377119.4110309654,56,10000,9331,22,64,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0435,0.09099931890184822,27.49567793801448,0.004999994416721165,0.010799994925037026,0.017201000009663424,159976.45147327008,56,10000,9522,22,64,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0595,0.06025331372909305,19.080837184520583,0.000700005330145359,0.001500011421740055,0.0023000029614195228,710848.2551340043,56,10000,9350,23,65,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0598,0.056394725534251705,17.858911143424997,0.007599999662488699,0.029700007871724665,0.046800992568023524,94275.40862688191,56,10000,9340,23,65,50.1,95.19,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0592,0.060054652173240505,19.017925643769658,0.000700005330145359,0.0013999961083754897,0.0021010013006162115,727420.8562913572,56,10000,9354,23,65,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0549,0.05879905599555619,18.620307243168185,0.0014999968698248267,0.003699999797390774,0.0053999976080376655,448277.71708025323,56,10000,9399,23,65,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.043,0.09388437558351,29.73102015158326,0.005599998985417187,0.011800002539530396,0.018399994587525725,149191.82789322344,56,10000,9528,23,65,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.06,0.06047111674756999,18.569242811830737,0.000700005330145359,0.0014999968698248267,0.0022000021999701858,704999.8595888526,56,10000,9344,24,66,0.0,0.0,95.30078125,95.30078125,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0638,0.062346414964298005,19.145102326322256,0.008899995009414852,0.03229999856557697,0.048799993382999673,88889.28395308176,56,10000,9301,24,66,40.05,76.09499999999998,95.306640625,95.3125,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0604,0.06090020278335228,18.701004935868696,0.000600004568696022,0.001200009137392044,0.0020000006770715117,807558.7502994289,56,10000,9340,24,66,0.0,0.0,95.35546875,95.35546875,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0598,0.058859139928463367,18.074243040518652,0.0012999953469261527,0.0031999952625483274,0.0048000074457377195,528426.715019002,56,10000,9347,24,66,0.0,0.0,95.35546875,95.35546875,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0434,0.09658042058219096,29.657551854811857,0.0042000028770416975,0.010299991117790341,0.017801004578359446,176272.02298458986,56,10000,9525,24,66,0.0,0.0,95.35546875,95.35546875,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0615,0.05810408418765672,18.667134791194638,0.000700005330145359,0.0014999968698248267,0.0024999899324029684,698090.0252272375,56,10000,9321,25,67,0.0,0.0,95.35546875,95.35546875,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0586,0.051926960744558076,16.682606551118422,0.00890000956133008,0.02570000651758164,0.03789999755099416,103525.24153091652,56,10000,9351,25,67,49.6,94.24,95.35546875,95.35546875,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0606,0.056756452042126586,18.234180184624968,0.0008999923011288047,0.0015999976312741637,0.0023999893164727837,607024.487289275,56,10000,9328,25,67,0.0,0.0,95.35546875,95.35546875,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0597,0.06195001440676501,19.90271915331551,0.0012999953469261527,0.0033999967854470015,0.005299996701069176,487343.6844913076,56,10000,9340,25,67,0.0,0.0,95.35546875,95.35546875,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0444,0.09364030846230717,30.083879376008916,0.005800000508315861,0.013199999375501648,0.024201995111070615,132637.07708254748,56,10000,9509,25,67,50.4,95.75999999999999,95.35546875,95.35546875,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0575,0.058395424775734034,18.220253893570117,0.000700005330145359,0.0014999968698248267,0.0022000021999701858,688667.2909121087,56,10000,9359,26,68,0.0,0.0,95.359375,95.359375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0627,0.06287576413918458,19.618187396835726,0.007599999662488699,0.02649999805726111,0.041401009511901087,103342.08296047202,56,10000,9306,26,68,50.4,95.75999999999999,95.359375,95.359375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0587,0.059134965720557243,18.451001830264104,0.000800006091594696,0.0016999983927235007,0.002700006007216871,612929.1269479227,56,10000,9349,26,68,0.0,0.0,95.359375,95.359375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0556,0.05306596057500727,16.557380625212875,0.0016999983927235007,0.00449999060947448,0.00910101109184327,382273.2261314041,56,10000,9380,26,68,0.0,0.0,95.359375,95.359375,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0436,0.09192935801037541,28.6833471912336,0.005199995939619839,0.012899996363557875,0.022801998857175976,146109.75472314068,56,10000,9516,26,68,50.4,95.75999999999999,95.359375,95.359375,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0587,0.055097097666330336,17.303222293181136,0.000800006091594696,0.0016999983927235007,0.0026000052457675338,624395.1170403577,56,10000,9361,27,69,0.0,0.0,95.37109375,95.37109375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0641,0.05522844968147171,17.34447334292631,0.010900010238401592,0.03280500168330029,0.05120101137435997,82645.72093409156,56,10000,9297,27,69,63.0,119.69999999999999,95.37109375,95.37109375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0583,0.05398046792242604,16.952545152345802,0.0008999923011288047,0.0016999983927235007,0.0026999914553016424,598544.3400206754,56,10000,9365,27,69,0.0,0.0,95.37109375,95.37109375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0568,0.05280252223645115,16.58261176352825,0.0015999976312741637,0.0042000028770416975,0.006599992047995329,399002.4936951581,56,10000,9382,27,69,0.0,0.0,95.37109375,95.37109375,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0407,0.0860772298682368,27.032520874534704,0.006400005077011883,0.01309999788645655,0.02130000211764127,131912.7212812726,56,10000,9550,27,69,0.0,0.0,95.37109375,95.37109375,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0646,0.06509005034699054,20.412373002933666,0.0008999923011288047,0.0015999976312741637,0.0024999900779221207,616876.5077822845,56,10000,9293,28,70,0.0,0.0,95.37109375,95.37109375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0647,0.06431785442217716,20.170210780526276,0.007499998901039362,0.02820501031237647,0.04490300707402646,99326.66453934369,56,10000,9289,28,70,63.0,119.69999999999999,95.373046875,95.375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0635,0.06411405436311426,20.106298664904383,0.000800006091594696,0.0017999991541728377,0.0026999914553016424,601087.9690762727,56,10000,9304,28,70,0.0,0.0,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0648,0.06316462016641472,19.80855415769541,0.0020000006770715117,0.0048000074457377195,0.008001002570381409,347010.1604202365,56,10000,9292,28,70,0.0,0.0,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0477,0.10452487628299371,32.77921512427606,0.0045000051613897085,0.011500000255182385,0.020099992980249226,160635.60293135745,56,10000,9483,28,70,0.0,0.0,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,25000,0.0608,0.060101574278673006,18.15049600313013,0.000800006091594696,0.0014999968698248267,0.0023000029614195228,638048.0832964374,56,10000,9320,29,71,0.0,0.0,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,25000,0.0557,0.05510118853338926,16.640394436354907,0.008799994247965515,0.024305009719682785,0.037699996173614636,105029.43975681017,56,10000,9381,29,71,40.05,76.09499999999998,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,25000,0.0609,0.06019437074371541,18.178520258535606,0.000600004568696022,0.001200009137392044,0.0017999991541728377,817106.9512630946,56,10000,9319,29,71,0.0,0.0,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,25000,0.0626,0.06532554211326753,19.72811869338858,0.0016999983927235007,0.004099987563677132,0.005900001269765198,415814.2474390984,56,10000,9306,29,71,0.0,0.0,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,25000,0.0445,0.09785602388041428,29.552227069598178,0.006199989002197981,0.01309999788645655,0.0206010112015065,135885.81244415347,56,10000,9504,29,71,0.0,0.0,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,50000,0.1201,0.12114464679280074,36.93008575156363,0.000800006091594696,0.0014999968698248267,0.0020000006770715117,648264.5958205875,56,10000,8675,0,42,0.0,0.0,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,50000,0.1277,0.11846136400765553,36.11210603909155,0.015500001609325409,0.04910499555990093,0.07829999973182566,59454.19857003514,56,10000,8596,0,42,74.73333333333333,121.62,95.375,95.375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,50000,0.1216,0.12400989288368953,37.80353568630845,0.000600004568696022,0.001200009137392044,0.002201002062065549,799226.3487720434,56,10000,8660,0,42,0.0,0.0,95.4140625,95.4140625,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,50000,0.1213,0.12560431056039922,38.2895825986859,0.0015999976312741637,0.0043000036384910345,0.00689999433234334,435716.55786517763,56,10000,8663,0,42,0.0,0.0,95.42578125,95.42578125,N/A (GPTCache eviction path is CPU-only),stress
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000,0.0891,0.19812546571596137,60.39714202950442,0.005900001269765198,0.013199998647905886,0.02110100045683796,143769.87618714286,56,10000,9020,0,42,50.4,95.75999999999999,95.42578125,95.42578125,N/A (GPTCache eviction path is CPU-only),stress
LRU,high_variance_cost,50000,0.1222,0.11605940054957588,35.33127156640504,0.000800006091594696,0.001500011421740055,0.0026000052457675338,634055.0995881123,56,10000,8643,1,43,0.0,0.0,95.4375,95.4375,N/A (GPTCache eviction path is CPU-only),stress
LFU,high_variance_cost,50000,0.1175,0.11936465767911913,36.33747129419707,0.012599994079209864,0.04639998951461166,0.07600099677802066,61774.91691312663,56,10000,8705,1,43,60.1,98.19,95.4375,95.4375,N/A (GPTCache eviction path is CPU-only),stress
FIFO,high_variance_cost,50000,0.1195,0.11307659140432877,34.42323275660208,0.0008999923011288047,0.001700012944638729,0.0026010051078628965,563202.5952992825,56,10000,8673,1,43,0.0,0.0,95.4375,95.4375,N/A (GPTCache eviction path is CPU-only),stress
Random,high_variance_cost,50000,0.1177,0.11652545087654341,35.47314848966787,0.0020999941625632346,0.005399997462518513,0.008700008038431406,352352.12669377826,56,10000,8700,1,43,0.0,0.0,95.4375,95.4375,N/A (GPTCache eviction path is CPU-only),stress
